ticker,cor_dod,cor_price
KRW-BTC,0.6514590606241148,0.8264422579823604
KRW-ETH,0.6148217933887975,0.8789563779682329
KRW-NEO,0.6270417604483647,0.9288811798573047
KRW-MTL,0.5641598048625776,0.8054168111981083
KRW-XRP,0.4268351558320261,0.773245412659832
KRW-ETC,0.5260473660407142,0.8084732503590034
KRW-SNT,0.7596856691414884,0.9617794308511635
KRW-WAVES,0.5808304008049129,0.8043845102183043
KRW-XEM,0.7167814066102759,0.9596585726828069
KRW-QTUM,0.7044555197757145,0.9410525614045258
KRW-LSK,0.8367776135100153,0.9677213267419902
KRW-STEEM,0.8065483484690977,0.957795137164756
KRW-XLM,0.5906663414545822,0.9151378806863264
KRW-ARDR,0.8798391101157177,0.9773570722092191
KRW-ARK,0.6328780332988021,0.9607444161404574
KRW-STORJ,0.6423348446972236,0.9530883262319912
KRW-GRS,0.6883128956235998,0.8622202871313492
KRW-ADA,0.5962565286153665,0.9547328961113217
KRW-SBD,0.6261954036781194,0.9451001382430811
KRW-POWR,0.5911008478803826,0.8783285015480446
KRW-BTG,0.5755009051535583,0.9426410929929558
KRW-ICX,0.6709654763251242,0.9255587886657599
KRW-EOS,0.6068042624899754,0.9579120289968567
KRW-TRX,0.4944026605196808,0.21393299364415766
KRW-SC,0.7963253550322035,0.960456212825771
KRW-ONT,0.7426082255643752,0.9605873380030886
KRW-ZIL,0.5772455575811595,0.7960560262690822
KRW-POLYX,1.0,0.9999999999999999
KRW-ZRX,0.7389535750484293,0.9523701623375862
KRW-LOOM,0.5261492515041105,0.7487433224647877
KRW-BCH,0.49902875524311713,0.8365544919900503
KRW-BAT,0.6938101807771618,0.9524720082126575
KRW-IOST,0.6896019123430436,0.9506977878143711
KRW-CVC,0.8778191256889228,0.9809119192789406
KRW-IQ,0.6099436642970338,0.9334237316637694
KRW-IOTA,0.7373181845436027,0.9555850840159047
KRW-HIFI,0.6538774727973474,0.8541190483619764
KRW-ONG,0.7775519909809213,0.9626327821278818
KRW-GAS,0.6891382168833186,0.9265989746209727
KRW-UPP,0.7901837245995254,0.954073714154297
KRW-ELF,0.5955755295966443,0.5796384782398104
KRW-KNC,0.5989741589813109,0.5571800527138793
KRW-BSV,0.45698265110602443,0.9538415840746798
KRW-THETA,0.6814447391419061,0.9622339328450961
KRW-QKC,0.7635090018440509,0.9582271841147282
KRW-BTT,0.3559243977764781,0.959538709013204
KRW-MOC,0.7079677647701403,0.9347816396009656
KRW-TFUEL,0.6746837160503767,0.9564781037101472
KRW-MANA,0.6616458364593053,0.9478331427864201
KRW-ANKR,0.7155688309015796,0.9681974664081713
